WSppCode,Genus,Species,Family,CommonName,USDACode,ZSppCode,ClonalityButler,USDACuttings,USDATuber,USDABareRoot,UDSASprigs,ClonalityOther,ClonalityOtherSource,ClonalityCitation,ClonalCongener,ClonalGrowthOrgans,ClonalityCat,ClonalityCatFinal,ClonalityNotes,ClonalityDone?,USDAGroup,USDAHabit,USDADuration,USDANativeStatus,USDANotes,Kew1000seeds_g,PollMode1,PollMode2,Self-Compat?,PollModeSource,PollModeCongener,PollModeCite,PollModeNotes,PollDone?,DispMode1,DispMode2,DustLikeWindDisp?,DispModeSource,DispMode1Congener,DispModeCite,DispersalDone?,DispersalNotes,FlowerColor1,FlowerColor2,FlowerColor3,FlowerColorSource,FlowerColorNotes,
ASCTUB,Asclepias,tuberosa,Asclepiadaceae,butterfly milkweed,ASTU,ASCTUB,,0,0,0,0,0,American Midland Naturalist Vol. 115 No. 2,"Klemow and Raynal, 1986",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,6.8,Bee,Butterfly,0,Ecology Vol. 77 no. 4,,"Fishbein and Venable, 1996",also hummingbirds,1,Wind,,0,Kew,Asclepias syriaca,"Matlack, 1987",1,,orange,,,Voss&Reznicek2011,(yellow-) orange,
ASCVER,Asclepias,verticillata,Asclepiadaceae,whorled milkweed,ASVE,ASCVER,1,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,?fibrous rootstock? -Y; But various sources online describe as forming clonal patches,1,Dicot,Forb_herb,Perennial,N,,2.2,Bee,Butterfly,0,American Midland Naturalist vol. 102 no. 1,,Willson et al. 1979,,1,Wind,,0,Kew,Asclepias syriaca,"Matlack, 1987",1,,white,greeen,,Chadde2013,white or greenish,
ASCVIR,Asclepias,viridiflora,Asclepiadaceae,green comet milkweed,ASVI,ASCVIR,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?thickened, somewhat woody rootstock.? -Y",1,Dicot,Forb_herb,Perennial,N,,4.6,Bee,,0,Northeastern Illinois University,Asclepias spp.,Betz et al.,,1,Wind,,0,Kew,Asclepias syriaca,"Matlack, 1987",1,,,,,Voss&Reznicek2011,"whitish, cream, or greenish (at most the lobes tinged with purplish beneath)",
ASCVRS,Asclepias,viridis,Asclepiadaceae,green antelopehorn,ASVI2,ASCVRS,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?thickened, somewhat tuberous rootstock.? -Y",1,Dicot,Forb_herb,Perennial,N,,6.62,Bee,Butterfly,0,Pollinator Partnership,,https://www.pollinator.org/PDFs/MonarchGardenPlants.pdf,,1,Wind,,0,Kew,Asclepias syriaca,"Matlack, 1987",1,,purple,violet,,Gleason&Conquist1991,violet or purple,
AURGRA,Aureolaria,grandiflora,Scrophulariaceae,largeflower yellow false foxglove,AUGR,,,,,,,1,Field Knowledge,"WIMO Team, Field Knowledge",,,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.43,Bee,Bird,0,primary paper,,Greenwald 2013,also beetles,1,Unassisted,,0,"Restoration Ecology Vol. 16, No. 2,",,Brudvig 2007,1,,yellow,,,Chadde2013,,
BAPALB,Baptisia,alba,Fabaceae,white wild indigo,BAAL,BAPALB,0,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"Generic description: ?thick, woody rhizomes.? -Y",1,Dicot,Forb_herb,Perennial,N,,16.42,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/ww_indigox.htm,,1,Tumbling,Bird,0,Eloise Butler Wildflower Garden,,http://www.friendsofthewildflowergarden.org/pages/plants/falsewhiteindigo.html,1,,white,,,Chadde2013,,
BAPAUS,Baptisia,australis,Fabaceae,blue wild indigo,BAAU,BAPAUS,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"Generic description: ?thick, woody rhizomes.? -Y",1,Dicot,Forb_herb,Perennial,N,,16.1,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/bl_indigox.htm,,1,Tumbling,Bird,0,Eloise Butler Wildflower Garden,,http://www.friendsofthewildflowergarden.org/pages/plants/falseblueindigo.html,1,,blue,,,Voss&Reznicek2011,,
BAPBRA,Baptisia,bracteata,Fabaceae,longbract wild indigo,BABR2,BAPBRA,0,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"Generic description: ?thick, woody rhizomes.? -Y",1,Dicot,Forb_herb,Perennial,N,,11.5,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/cr_indigox.htm,,1,Tumbling,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/cr_indigox.htm,1,,white,,,Chadde2013,white or cream,
BARVUL,Barbarea,vulgaris,Brassicaceae,garden yellowrocket,BAVU,,,,,,,0,,,,,PerNoClon,NonClonal,bienniel,1,Dicot,Forb_herb,Biennial,I,,0.6,Bee,Fly,0,primary paper,,Rich 1987,,1,Unassisted,Adhesive,0,Kew,,"Rutledge and McLendon, 2007",1,,yellow,,,Chadde2013,,
BESBUL,Besseya,bullii,Scrophulariaceae,Bull's coraldrops,BEBU,,,,,,,0,Field Knowledge,"WIMO Team, Field Knowledge",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,primary paper,,McKone 1995,,1,Wind,Unassisted,0,Minnesota DNR,,http://www.dnr.state.mn.us/rsg/profile.html?action=elementDetail&selectedElement=PDSCR09030,1,,yellow,,,Voss&Reznicek2011,,
BERINC,Berteroa,incana,Brassicaceae,hoary alyssum,BEIN2,,,,,,,0,Canadian Journal of plant science vol. 86,"Warwick and Francis, 2006",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,APB,I,,0.48,Bee,Fly,0,NRCS,,http://www.nrcs.usda.gov/wps/portal/nrcs/detail/mt/about/?cid=nrcs144p2_056803,,1,Unassisted,,0,CANADIAN JOURNAL OF PLANT SCIENCE,,"Warwick ,2006",1,,white,,,Chadde2013,,
BLECIL,Blephilia,ciliata,Lamiaceae,downy pagoda-plant,BLCI,BLECIL,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"?The root system consists of a taproot, which forms offshoots occasionally by means of short rhizomes?.",1,Dicot,Forb_herb,Perennial,N,,0.1,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/dwn_mintx.htm,also butterflies,1,Wind,,1,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/dwn_mintx.htm,1,,,,,Chadde2013,pale blue with purple spots,
BOUCUR,Bouteloua,curtipendula,Poaceae,sideoats grama,BOCU,BOUCUR,1,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/boucur/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizomes,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,N,,1.3,Wind,,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/graminoid/boucur/all.html,,1,Unassisted,,0,Field Experience,,"Jesse, Field Experience",1,,,,,,,
BOUHIR,Bouteloua,hirsuta,Poaceae,hairy grama,BOHI2,,1,0,0,0,0,1,USDA,http://plants.usda.gov/factsheet/pdf/fs_bohi2.pdf,,Stolons and Buds,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,N,,0.55,Wind,,0,USDA Forest Service,,http://www.fs.fed.us/ne/delaware/ilpin/413.co,,1,Unassisted,,0,Field Experience,Bouteloua curtipendula,"WIMO Team, Field Experience",1,,,,,,,
BRIEUP,Brickellia,eupatorioides,Asteraceae,false boneset,BREU,BRIEUP,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?per, often with thickened roots.? -Y",1,Dicot,Forb_herb,Perennial,N,,0.71,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/fs_bonesetx.htm,also butterflies,1,Wind,,0,Minnesota Wildflowers,,http://www.minnesotawildflowers.info/flower/false-boneset,1,,white,,,Chadde2013,creamy white,
BROINE,Bromus,inermis,Poaceae,smooth brome,BRIN2,,,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/broine/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,NI,,2.9,Wind,,0,primary paper,,Kruger (no date),"also ""occasionally by insects)",1,Unassisted,,0,Field Knowledge,,"AA, Field Knowledge",1,,,,,,,
BROKAL,Bromus,kalmii,Poaceae,arctic brome,BRKA2,,,0,0,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/grasses/plants/pr_brome.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,N,,2.6,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/pr_brome.htm,,1,Unassisted,,0,Kew,B. carinatus,"Vazquez and Givnish, 1998.",1,,,,,,,
BUCAME,Buchnera,americana,Scrophulariaceae,American bluehearts,BUAM,BUCAME,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,APB,N,,0.02,Butterfly,,0,COSEWIC,,http://publications.gc.ca/collections/collection_2012/ec/CW69-14-127-2012-eng.pdf,"""possibly butterflyies but self pollination by be widespread""",1,Wind,,1,Field Knowledge,,"JM, Field Knowledge",1,,,,,Voss&Reznicek2011,purplish to blue,
CARACA,Carduus,acanthoides,Asteraceae,spiny plumeless thistle,CAAC,,,,,,,0,US Forest Service,http://www.fs.usda.gov/detailfull/r3/forest-grasslandhealth/invasivespecies/?cid=stelprdb5413567&width=full,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,I,,2.41,Bee,Butterfly,0,primary paper,,Yang 2011,,1,Wind,,0,Kew,Carduus tenuiflorus,"Groves, 1996",1,,,,,Chadde2013,purple or reddish to white or rarely yellow,
CARALU,Carex,albicans,Cyperaceae,whitetinge sedge,CAAL25,CARALU,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,?short- to long-creeping rhiz forming dense tufts or loose colonies of tufts.? -Y,1,Monocot,Graminoid,Perennial,N,,,Wind,,0,Illinois Wildflowers,Carex hirsutella,http://www.illinoiswildflowers.info/grasses/plants/hl_sedge.htm,,1,Ant,,0,Principles of Dispersal in Higher Plants,,"van der Pijl, 1982",1,Disp Information entered prior to Summer 2014 Tech team,,,,,,
CARBUL,Cardamine,bulbosa,Brassicaceae,bulbous bittercress,CABU3,,,0,0,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/woodland/plants/spring_cress.htm,,Tuber,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/spring_cress.htm,,1,Ballistic,,0,Kew,Cardamine impatiens,"Kozlowski,  1972",1,,white,,,Voss&Reznicek2011,,
ACERUB,Acer,rubrum,Sapindaceae,red maple,ACRU,,,0,0,1,0,0,US Forest Service,http://www.na.fs.fed.us/pubs/silvics_manual/volume_2/acer/rubrum.htm,,,PerNoClon,NonClonal,Sprouting/ root suckers,1,Dicot,Tree,Perennial,N,,23.7,Wind,Bee,0,Fairfax county public schools,,http://www.fcps.edu/islandcreekes/ecology/red_maple.htm,Also butterflies,1,Wind,,0,Kew,,"Matlack, 1987",1,,,,,,,
ACESAC,Acer,saccharum,Aceraceae,sugar maple,ACSA3,,,1,0,1,0,0,US Forest Service,http://www.na.fs.fed.us/pubs/silvics_manual/volume_2/acer/saccharum.htm,,,PerNoClon,NonClonal,Root suckers,1,Dicot,Shrub,Perennial,N,USDA also lists USDA Habit as Tree,55.2,Wind,,0,US Forest service,,http://www.na.fs.fed.us/pubs/silvics_manual/volume_2/acer/saccharum.htm,,1,Wind,,0,Kew,,"Farmer, 1997",1,,,,,,,
ACTPAC,Actaea,pachypoda,Ranunculaceae,white baneberry,ACPA,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/woodland/plants/doll_eyes.htm,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,9.75,Beetles,,0,"Bulletin of the Torrey Botanical Club, Vol. 112, No. 3",,"Pellmyr, 1985",,1,MammalBird,,0,Kew,A.  Spicata,"Eriksson and Ehrlen, 1991",1,,white,,,Chadde2013,,
ACTRUB,Actaea,rubra,Ranunculaceae,red baneberry,ACRU2,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/actrub/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,5.5,Beetles,Bee,0,"Bulletin of the Torrey Botanical Club, Vol. 112, No. 3",,"Pellmyr, 1985",Also flies,1,MammalBird,,0,Kew,A.  Spicata,"Eriksson and Ehrlen, 1991",1,,white,,,Chadde2013,,
ADIPED,Adiantum,pedatum,Pteridaceae,Northern maidenhair,ADPE,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/grasses/plants/maidenhair_fern.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Fern,Forb_herb,Perennial,N,,,Wind,Water,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/maidenhair_fern.htm,Executive decision: For all ferns the dispersal mode is primary: wind and secondary: water,1,Wind,Water,1,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/maidenhair_fern.htm,1,Executive decision: For all ferns the pollination mode is primary: wind and secondary: water,,,,,,
AESGLA,Aesculus,glabra,Hippocastanaceae,Ohio buckeye,AEGL,,,0,0,1,0,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/trees/plants/oh_buckeye.htm,,,PerNoClon,NonClonal,,1,Dicot,Tree,Perennial,N,,6701,Bird,Bee,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/oh_buckeye.htm,hummingbird,1,Unassisted,,0,Kew,Aesculus glabra var. glabra,"Young and Young, 1992",1,,,,,,,
AGRGRY,Agrimonia,gryposepala,Rosaceae,tall hairy agrimony,AGGR2,,,,,,,1,Canadian Plains studies vol. 57,"Reaume, 2009",,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,19.1,Bee,Fly,0,Illinois Wildlfowers,,http://www.illinoiswildflowers.info/savanna/plants/tall_agrimony.html,,1,Adhesive,,0,Kew,A. eupatoria,Bouman et al. 2000,1,,yellow,,,Voss&Reznicek2011,,
AGRREP,Agropyron,repens,Poaceae,quackgrass,ELRE4,,,0,0,0,1,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/elyrep/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,I,,4.03,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/quack_grass.htm,,1,Unassisted,Mammal,0,National Park Services,,NPS_ELYREP,1,,,,,,,
AMABLI,Amaranthus,blitoides,Amaranthaceae,mat amaranth,AMBL,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,I,,0.8,,,1,Weed Science Vol 49 No. 6,,Franssen et al. 2001,,1,Bird,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/pros_pigweed.htm,1,,,,,,not found in sources,
AMEINT,Amelanchier,interior,Rosaceae,inland serviceberry,AMIN2,,,,,,,1,Plants for a future,"
Amelanchier Sp",,Root suckering,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,USDAHabit also tree,,Bee,,1,Plants for a future,,http://www.pfaf.org/user/Plant.aspx?LatinName=Amelanchier+interior,,1,MammalBird,,0,Kew,7 congeners on kew,"Young and Young, 1992",1,,,,,,,
AMESPP,Amelanchier,spp.,Rosaceae,serviceberry,AMELA,,,,,,,,,,,,,,Do not need to do because specific species is listed.,1,Dicot,,,N,,,,,0,,,,Do not need to do because specific species are listed.,1,,,0,,,,1,Do not need to do because specific species are listed.,,,,,,
AMOFRU,Amorpha,fruticosa,Fabaceae,false indigo bush ,AMFR,,,0,0,1,0,0,State of Washinton,http://www.ecy.wa.gov/programs/wq/plants/weeds/aqua014.html,,,PerNoClon,NonClonal,,1,Dicot,Shrub,Perennial,N,,7.8,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/false_indigo.htm,,1,Unassisted,Water,0,Weed Research and Information Center,,"DiTomaso and Kyser, 2013",1,,,,,,,
ANTPAR,Antennaria,parlinii,Asteraceae,parlin's pussytoes,ANPA9,,,,,,,1,Flora of North America,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242416071,,stolons,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.07,Wind,Bee,0,Illinois Wildflowers,Antennaria neglecta,http://www.illinoiswildflowers.info/prairie/plantx/fld_pussytoesx.htm,also flies,1,Wind,,0,Kew,,"O'Connell and Eckert, 2001",1,,white,,,Gleason&Conquist1991,white or often colored,
ARANUD,Aralia,nudicaulis,Araliaceae,wild sarsaparilla,ARNU2,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/aranud/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,USDAHabit: subshrub as well,7.27,Bee,Fly,0,Illinois Wildflowers,,http://www.fs.fed.us/database/feis/plants/forb/aranud/all.html,,1,MammalBird,,0,Kew,A. dasyphylla,"Corlett, 1996",1,Fleshy fruit seeds,white,green,,Chadde2013,white or greenish,
ARCUVA,Arctostaphylos,uva-ursi,Ericaceae,kinnikinnick,ARUV,,,1,0,1,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/arcuva/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,USDAHabit: subshrub as well,19.9,Bee,,1,Oikos vol. 22 no. 3,,"Mosquin, 1971",,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,Fleshy fruit seeds,,,,,,
ARTFRI,Artemisia,frigida,Asteraceae,prairie sagewort,ARFR4,,,0,0,0,0,1,Minnesota Wildflowers,https://www.minnesotawildflowers.info/flower/prairie-sagewort,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Subshrub,Perennial,N,,0.08,Wind,,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/shrub/artfri/all.html,,1,Unassisted,Wind,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/shrub/artfri/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,1,,,,,,,
ASCEXA,Asclepias,exaltata,Asclepiadaceae,poke milkweed,ASEX,,,,,,,0,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/pokemilkweed.html,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,8.88,Bee,Butterfly,0,"The American Naturalist, Vol. 138, No. 5",,"Broyles and Wyatt, 1991",,0,Wind,,0,Kew,Asclepias syriaca,"Matlack, 1987",1,,white,green,,Voss&Reznicek2011,white or greenish,
ASTDRU,Aster,drummondii,Asteraceae,Drummond's aster,SYDRD,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/woodland/plants/drum_aster.html,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.8,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/drum_aster.html,"butterflies, skippers, moths and other insects",1,Wind,,0,Kew,Aster laevis,"Mori and Brown, 1994",1,,blue,,,Chadde2013,bright blue,
ASTLAT,Aster,lateriflorus,Asteraceae,calico aster,SYLAL7,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/calico_aster.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,Fly,0,Rhodora vol. 113 no. 953,,Horsburgh et al. 2011,,1,Wind,,0,Kew,Aster laevis,"Mori and Brown, 1994",1,,pink,,,Voss&Reznicek2011,rosy,
ATHFIL,Athyrium,filix-femina,Dryopteridaceae,common ladyfern,ATFI,,,,,,,1,US Forest Service,http://www.fs.fed.us/wildflowers/plant-of-the-week/athyrium_filix-femina.shtml,,Rhizome,PerClonPhl,ClonalPhl,,1,Fern,Forb_herb,Perennial,N,,,Wind,Water,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/lady_fern.htm,Executive decision: For all ferns the dispersal mode is primary: wind and secondary: water,1,Wind,Water,1,Illinois wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/lady_fern.htm,1,Executive decision: For all ferns the pollination mode is primary: wind and secondary: water,,,,,,
AURFLA,Aureolaria,flava,Scrophulariaceae,smooth yellow false foxglove ,AUFL,,,,,,,0,New England Wildflowers Society,https://gobotany.newenglandwild.org/species/aureolaria/flava/,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,0.43,Bee,Bird,0,primary paper,A. grandiflora,Greenwald 2013,also beetles,1,Unassisted,,0,"Restoration Ecology Vol. 16, No. 2,",A. grandiflora,"Brudvig and Mabry,  2007",1,,yellow,,,Chadde2013,,
AURSPP,Aureolaria,sp.,Scrophulariaceae,false foxglove,AUREO,,,,,,,,,,,,,,Do  not need to do because specific species are already listed.,1,Dicot,,,N,,,,,0,,,,Do not need to do because specific species are listed.,1,,,0,,,,1,Do not need to do because specific species are listed.,yellow,,,Chadde2013,,
BAPLAC,Baptisia,lactea,Fabaceae,largeleaf wild indigo,BAALM,,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",B. alba,Rhizomes,PerClonPhl,ClonalPhl,"Generic description: ?thick, woody rhizomes.? -Y",1,Dicot,Forb_herb,Perennial,N,,16.42,Bee,,0,Minnesota DNR,,http://www.dnr.state.mn.us/rsg/profile.html?action=elementDetail&selectedElement=PDFAB0G011,,1,Tumbling,Bird,0,Eloise Butler Wildflower Garden,B. alba,http://www.friendsofthewildflowergarden.org/pages/plants/falsewhiteindigo.html,1,,white,,,Voss&Reznicek2011,white or cream,
BAPLEU,Baptisia,leucophaea,Fabaceae,longbract wild indigo,BABRL2,,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",B. bracteata,Rhizomes,PerClonPhl,ClonalPhl,"Generic description: ?thick, woody rhizomes.? -Y",1,Dicot,Forb_herb,Perennial,N,,11.5,Bee,,0,The American Midland Naturalist Vol. 108 No. 1,,"Haddock and Chaplin, 1982",,1,Tumbling,,0,Illinois Wildflowers,B. bracteata,http://www.illinoiswildflowers.info/prairie/plantx/cr_indigox.htm,1,,white,,,Voss&Reznicek2011,white or cream,
BERTHU,Berberis,thunbergii,Berberidaceae,Japanese barberry,BETH,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/berthu/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,I,,15.8,Bee,,0,US Forest service,,http://www.fs.fed.us/database/feis/plants/shrub/berthu/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
BETPAP,Betula,papyrifera,Betulaceae,paper birch,BEPA,,,1,0,1,0,0,US Forest Service,http://www.na.fs.fed.us/pubs/silvics_manual/volume_2/betula/papyrifera.htm,,,PerNoClon,NonClonal,,1,Dicot,Tree,Perennial,N,,0.3,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/paper_birch.html,,1,Wind,,0,Kew,,"Farmer, 1997",1,Wings,,,,,,
BIDFRO,Bidens,frondosa,Asteraceae,devil's beggartick,BIFR,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,4.9,Bee,Fly,0,Fairfax County public school,,http://www.fcps.edu/islandcreekes/ecology/devils_beggar-tick.htm,Also butterflies,1,Adhesive,,0,Kew,B. tripartita,"Ridley, 1930",1,,orange,,,Chadde2013,,
BIDSPP,Bidens,spp.,Asteraceae,beggarticks ,BIDEN,,,,,,,,,,,,,,Do not need to do because specific species are listed.,1,Dicot,,,NI,,,,,0,,,,Do not need to do because specific species are already listed.,1,Adhesive,,0,Kew,B. tripartita,"Ridley, 1930",1,,yellow,,,Chadde2013,,
BIDVUL,Bidens,vulgata,Asteraceae,big devils beggartick,BIVU,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,,Bee,Fly,0,Fairfax County public school,B. frondosa,http://www.fcps.edu/islandcreekes/ecology/devils_beggar-tick.htm,,1,Adhesive,,0,Kew,B. tripartita,"Ridley, 1930",1,,yellow,,,Chadde2013,,
BOTMUL,Botrychium,multifidum,Ophioglossaceae,leathery grapefern,BOMU,,,,,,,1,Clonal Database,,,Rhizomes,PerClonPhl,ClonalPhl,,1,Fern,Forb_herb,Perennial,N,,,Wind,Water,0,Washington University,,"Uwash, 2012",Executive decision: For all ferns the dispersal mode is primary: wind and secondary: water,1,Wind,Water,1,Washington University,,"Nammathao, 2012",1,Executive decision: For all ferns the pollination mode is primary: wind and secondary: water,,,,,,
BOTVIR,Botrychium,virginianum,Ophioglossaceae,rattlesnake fern,BOVI,,,,,,,1,Clonal Database,,,Rhizomes and root tillers,PerClonPhl,ClonalPhl,,1,Fern,Forb_herb,Perennial,N,,,Wind,Water,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/rattlesnake_fern.html,Executive decision: For all ferns the dispersal mode is primary: wind and secondary: water,1,Wind,Water,1,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/rattlesnake_fern.html,1,Executive decision: For all ferns the pollination mode is primary: wind and secondary: water,,,,,,
BROSPP,Bromus,spp.,Poaceae,Brome,BROMU,,,,,,,,,,,,,,Do not  need to do because specific species are listed,1,Monocot,,,NI,,4,,,0,,,,Do not need to do because specific species are listed.,1,,,0,,,,1,Do not need to do because specific species are listed.,,,,,,
CACPLA,Cacalia,plantaginea,Asteraceae,groovestem Indian plantain,ARPL4,,,,,,,0,COSEWIC,"White, 2002",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,4.2,Bee,Butterfly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/pr_ind_plantainx.htm,,1,Wind,Adhesive,0,Minnesota DNR,,http://www.dnr.state.mn.us/rsg/profile.html?action=elementDetail&selectedElement=PDASTD7060,1,,,,,,,
